time,cpu,ram
33.11,13.6,44.4
33.36,13.7,44.4
33.63,23.5,44.4
33.92,23.5,44.3
34.18,28.3,44.3
34.45,19.2,44.3
34.73,14.8,44.3
34.98,12.6,44.3
35.24,14.0,44.3
35.5,18.6,44.3
35.76,12.5,44.3
36.03,18.2,44.2
36.27,26.3,44.2
36.53,13.5,44.2
36.8,13.0,44.2
37.06,14.6,44.2
37.33,13.1,44.2
37.58,15.8,44.2
37.84,12.1,44.2
38.09,18.9,44.3
38.36,16.8,44.3
38.65,14.8,44.3
38.91,36.4,44.4
39.18,24.5,44.5
39.47,21.1,44.5
39.78,18.2,44.5
40.01,17.0,44.5
40.31,14.9,44.5
40.58,14.7,44.5
40.85,41.7,44.5
41.14,20.4,44.6
41.42,14.0,44.6
41.72,13.4,44.6
41.99,13.5,44.6
42.25,41.7,43.9
42.5,22.6,43.9
42.8,16.0,43.9
43.06,19.8,43.8
43.31,15.5,43.8
43.57,13.5,43.9
43.85,17.4,43.8
44.11,12.6,43.8
44.36,12.5,43.8
44.61,14.8,43.8
44.86,16.1,43.8
45.09,49.0,43.8
45.38,37.9,44.0
45.65,29.5,44.3
45.91,34.0,44.5
46.15,24.8,44.5
46.44,15.2,44.5
46.72,15.2,44.5
47.0,15.0,44.4
47.28,13.6,44.4
47.54,15.2,44.4
47.78,14.9,44.4
48.05,13.1,44.3
48.34,27.2,44.3
48.6,26.7,44.3
48.89,13.8,44.3
49.14,15.7,44.3
49.42,16.2,44.3
49.7,15.7,44.3
49.97,19.4,44.2
50.24,18.2,44.2
50.52,15.1,44.3
50.8,17.4,44.3
51.05,15.0,44.3
51.33,14.3,44.3
51.6,14.4,44.3
51.89,14.6,44.2
52.17,18.4,44.3
52.41,19.8,44.3
52.7,14.7,44.3
52.98,39.4,44.4
53.27,15.8,44.4
53.54,13.9,44.4
53.81,12.5,44.3
54.09,30.4,44.2
54.35,22.5,43.7
54.64,24.2,43.7
54.93,20.0,43.7
55.21,16.0,43.7
55.5,22.7,43.7
55.79,39.8,43.7
56.05,17.5,43.5
56.32,26.7,43.5
56.58,17.6,43.5
56.86,18.1,43.5
57.14,20.0,43.5
57.39,21.3,43.5
57.65,19.3,43.5
57.92,17.8,43.5
58.19,23.6,43.5
58.43,27.8,43.5
58.7,25.3,43.5
58.94,19.2,43.4
59.21,13.9,43.4
59.47,13.8,43.4
59.74,13.8,43.4
60.02,17.8,43.5
60.28,12.6,43.5
60.54,13.5,43.5
60.8,14.0,43.5
61.05,47.7,43.6
61.31,36.8,43.9
61.6,25.7,44.2
61.88,36.0,44.4
62.17,19.1,44.4
62.44,13.0,44.4
62.7,16.0,44.4
62.99,14.6,44.3
63.27,14.6,44.3
63.55,16.1,44.3
63.81,16.5,44.2
64.09,16.5,44.2
64.36,12.2,44.2
64.62,12.5,44.2
64.89,17.3,44.2
65.15,15.3,44.2
65.42,13.3,44.2
65.69,14.0,44.2
66.0,14.1,44.2
66.27,21.2,44.2
66.57,15.6,44.2
66.84,22.7,44.2
67.12,15.0,44.2
67.39,13.6,44.2
67.65,19.2,44.2
67.94,16.0,44.2
68.23,14.9,44.2
68.49,15.6,44.2
68.75,15.2,44.2
69.04,14.6,44.2
69.29,31.5,44.2
69.57,17.7,44.4
69.84,17.0,44.4
70.11,14.6,44.4
70.34,14.6,44.4
70.6,24.5,44.3
70.88,19.4,44.3
71.15,13.8,44.3
71.41,14.3,44.3
71.67,14.9,44.3
71.95,17.7,44.2
72.24,13.0,44.2
72.52,13.5,44.2
72.77,15.7,44.2
73.06,12.9,44.2
73.33,21.2,44.2
73.61,24.7,44.2
73.89,13.2,44.2
74.16,13.5,44.2
74.42,26.0,44.2
74.7,18.6,44.2
74.97,15.7,44.2
75.25,23.8,44.3
75.54,16.0,44.3
75.8,16.2,44.3
76.09,17.0,44.3
76.32,25.3,44.3
76.59,20.6,44.3
76.86,30.5,44.4
77.12,15.4,44.4
77.38,14.7,44.4
77.66,17.2,44.4
77.94,18.4,44.2
78.21,23.7,44.2
78.44,27.7,44.2
78.7,17.2,44.2
78.97,14.0,44.2
79.23,15.8,44.2
79.51,19.4,44.2
79.79,25.3,44.2
80.08,28.9,44.2
80.34,17.3,44.2
80.61,12.5,44.2
80.88,44.5,43.7
81.14,17.0,43.7
81.4,15.1,43.7
81.66,18.0,43.7
81.92,22.0,43.6
82.16,12.6,43.6
82.44,13.0,43.6
82.7,18.0,43.6
82.96,12.9,43.4
83.22,32.7,43.4
83.49,13.6,43.5
83.74,13.6,43.5
83.99,17.8,43.4
84.25,13.5,43.4
84.53,15.5,43.5
84.8,14.9,43.4
85.09,12.1,43.4
85.36,15.1,43.4
85.62,14.8,43.5
85.89,20.7,43.5
86.14,14.9,43.5
86.41,12.5,43.5
86.67,26.6,43.6
86.94,23.6,43.5
87.22,23.9,43.7
87.52,18.8,43.7
87.79,13.2,43.7
88.04,21.6,43.7
88.3,18.2,43.7
88.54,13.0,43.7
88.82,15.8,43.7
89.09,15.6,43.6
89.37,13.7,43.6
89.63,14.7,43.6
89.91,12.0,43.6
90.18,11.9,43.7
90.42,27.8,43.7
90.73,44.3,44.0
90.98,37.8,44.1
91.27,33.7,44.5
91.53,35.8,44.6
91.82,18.2,44.6
92.09,15.6,44.6
92.36,15.6,44.6
92.63,15.7,44.6
92.87,14.4,44.4
93.16,14.0,44.4
93.42,14.7,44.4
93.69,15.0,44.4
93.96,14.8,44.3
94.25,14.8,44.3
94.55,15.6,44.3
94.82,15.8,44.3
95.09,16.1,44.3
95.36,12.5,44.3
95.62,12.1,44.3
95.89,14.7,44.3
96.17,13.7,44.3
96.44,13.0,44.3
96.72,14.0,44.3
96.99,16.7,44.3
97.28,14.4,44.3
97.55,17.0,44.4
97.82,26.5,44.4
98.08,19.4,44.4
98.36,29.7,44.4
98.63,27.0,44.4
98.89,15.9,44.3
99.14,47.7,44.5
99.43,30.3,44.5
99.71,16.3,44.5
99.99,16.5,44.4
100.29,26.6,44.4
100.59,24.5,44.4
100.87,19.6,44.3
101.15,16.3,44.3
101.42,14.0,44.3
101.69,13.9,44.3
101.96,12.9,44.3
102.23,24.8,44.2
102.52,24.5,44.2
102.8,15.9,44.2
103.04,13.5,44.2
103.3,26.7,44.2
103.57,20.4,44.2
103.83,14.9,44.2
104.09,17.0,44.2
104.37,16.5,44.2
104.64,13.4,44.2
104.91,16.9,44.2
105.17,14.4,44.2
105.43,18.3,44.2
105.7,14.7,44.2
105.96,13.0,44.2
106.24,14.8,44.2
106.49,13.5,44.2
106.74,13.1,44.2
107.01,12.5,44.2
107.27,15.2,44.2
107.54,18.6,44.3
107.83,21.9,44.4
108.1,15.9,44.4
108.41,15.5,44.4
108.67,14.3,44.4
108.94,23.3,44.3
109.19,24.2,44.3
109.48,34.3,44.5
109.76,19.4,44.5
110.05,14.0,44.5
110.33,12.6,44.5
110.6,23.2,44.4
110.89,23.5,43.9
111.17,27.4,43.9
111.47,28.4,43.9
111.76,17.4,43.9
112.02,52.2,43.7
112.29,48.1,43.7
112.57,13.5,43.7
112.84,15.4,43.6
113.11,14.8,43.7
113.36,15.8,43.7
113.64,26.5,43.8
113.91,16.9,43.8
114.15,15.7,43.8
114.44,18.6,43.8
114.71,16.2,43.8
114.98,15.0,43.7
115.28,55.3,43.7
115.57,19.0,43.8
115.85,15.8,43.8
116.12,40.0,43.6
116.41,17.5,43.6
116.69,16.1,43.6
116.94,14.6,43.6
117.16,16.3,43.6
117.44,15.5,43.6
117.7,13.9,43.6
117.99,14.0,43.6
118.26,14.8,43.4
118.51,14.9,43.4
118.77,16.7,43.4
119.02,13.7,43.4
119.28,14.4,43.4
119.55,15.1,43.4
119.81,13.0,43.4
120.07,15.1,43.4
120.35,34.0,43.5
120.63,13.0,43.5
120.9,14.9,43.5
121.17,15.3,43.5
121.44,25.2,43.5
121.72,24.7,43.5
121.99,14.8,43.5
122.26,16.3,43.5
122.55,22.8,43.5
122.84,16.5,43.5
123.1,17.9,43.5
123.36,20.9,43.5
123.67,18.9,43.5
123.94,14.0,43.5
124.2,17.6,43.4
124.5,16.5,43.4
124.77,18.2,43.4
125.04,14.4,43.4
125.29,13.1,43.4
125.58,15.5,43.4
125.86,14.0,43.4
126.14,17.8,43.4
126.4,15.1,43.4
126.66,12.5,43.4
126.93,14.7,43.4
127.21,14.9,43.4
127.49,13.6,43.4
127.75,13.0,43.4
128.01,13.4,43.4
128.27,14.4,43.4
128.55,12.9,43.4
128.82,22.5,43.4
129.09,19.6,43.4
129.37,12.6,43.4
129.64,13.0,43.4
129.92,13.0,43.4
130.19,12.0,43.4
130.42,13.1,43.4
130.72,12.5,43.4
130.97,13.4,43.4
131.24,14.0,43.4
131.54,31.4,43.4
131.84,12.0,43.4
132.12,13.0,43.4
132.4,14.0,43.5
132.66,14.8,43.5
132.91,16.9,43.5
133.14,13.5,43.5
133.4,14.6,43.5
133.66,14.9,43.5
133.93,14.6,43.4
134.19,12.5,43.4
134.44,13.2,43.4
134.71,13.9,43.4
134.97,16.7,43.4
135.23,13.6,43.4
135.49,14.6,43.4
135.76,12.5,43.4
136.01,16.0,43.4
136.28,23.5,43.4
136.58,12.5,43.4
136.84,12.6,43.4
137.1,12.5,43.4
137.36,15.1,43.4
137.63,12.5,43.4
137.89,13.0,43.3
138.16,13.4,43.3
138.43,13.5,43.3
138.72,12.5,43.3
139.0,12.9,43.3
139.27,12.9,43.3
139.49,13.9,43.3
139.77,14.7,43.3
140.04,17.0,43.3
140.33,17.4,43.3
140.59,12.9,43.3
140.86,18.4,43.3
141.13,13.4,43.3
141.39,13.6,43.3
141.67,14.7,43.3
141.95,14.0,43.3
142.18,24.5,43.3
142.48,21.3,43.3
142.79,14.4,43.3
143.07,15.6,43.3
143.29,14.0,43.3
143.55,14.4,43.3
143.82,13.5,43.3
144.08,22.9,43.3
144.39,18.2,43.3
144.65,15.2,43.3
144.92,17.0,43.3
145.14,13.4,43.3
145.4,14.2,43.3
145.7,13.3,43.3
145.98,17.0,43.3
146.21,13.2,43.3
146.48,17.9,43.3
146.72,13.6,43.3
146.98,13.5,43.3
147.23,14.7,43.3
147.52,13.5,43.3
147.78,18.5,43.3
148.04,13.9,43.3
148.33,13.4,43.4
148.59,15.1,43.4
148.84,14.0,43.4
149.1,12.5,43.4
149.36,12.0,43.4
149.65,13.0,43.4
149.92,13.0,43.4
150.2,12.6,43.3
150.46,13.5,43.3
150.73,14.3,43.3
151.0,14.7,43.3
151.27,14.9,43.3
151.55,18.7,43.3
151.84,15.5,43.4
152.11,14.3,43.3
152.38,16.0,43.3
152.65,12.6,43.3
152.92,16.0,43.3
153.2,12.5,43.3
153.47,22.3,43.4
153.75,22.2,43.4
154.04,13.0,43.3
154.31,15.8,43.4
154.58,19.6,43.4
154.85,20.6,43.5
155.13,14.1,43.5
155.4,14.3,43.5
155.64,14.0,43.5
155.91,29.3,43.5
156.13,37.4,43.5
156.43,22.1,43.5
156.7,15.5,43.6
156.99,14.6,43.5
157.26,13.5,43.5
157.52,14.3,43.5
157.79,23.3,43.5
158.06,19.6,43.2
158.36,12.6,43.2
158.62,13.1,43.2
158.89,14.9,43.1
159.15,15.5,43.1
159.41,18.7,43.1
159.68,17.0,43.2
159.96,15.2,43.2
160.23,15.8,43.2
160.51,19.3,43.2
160.79,15.8,43.2
161.07,13.1,43.2
161.35,13.4,43.2
161.61,23.6,43.2
161.89,15.6,43.1
162.18,15.4,43.2
162.45,12.0,43.2
162.7,18.3,43.2
162.98,23.4,43.2
163.23,20.2,43.2
163.5,18.9,43.2
163.78,20.0,43.2
164.04,27.6,43.2
164.28,26.2,43.2
164.56,24.3,43.2
164.86,14.0,43.2
165.13,15.5,43.4
165.38,18.6,43.4
165.63,18.0,43.4
165.91,18.2,43.3
166.19,14.1,43.3
166.48,19.6,43.3
166.75,15.2,43.3
167.03,17.6,43.3
167.29,16.7,43.3
167.55,15.4,43.3
167.84,13.5,43.3
168.12,12.5,43.3
168.39,16.7,43.3
168.67,14.6,43.3
168.95,18.5,43.3
169.22,12.5,43.3
169.47,13.5,43.3
169.76,14.6,43.3
170.04,15.0,43.3
170.31,13.5,43.3
170.59,15.8,43.3
170.88,13.7,43.3
171.14,14.9,43.3
171.42,15.9,43.3
171.67,24.5,43.3
171.97,21.8,43.3
172.26,21.2,43.3
172.52,27.0,43.3
172.79,22.9,43.3
173.1,19.6,43.3
173.4,21.6,43.4
173.66,22.3,43.3
173.89,22.5,43.3
174.16,20.6,43.3
174.43,23.2,43.3
174.7,22.9,43.3
175.01,22.3,43.3
175.25,20.4,43.3
175.54,21.6,43.3
175.77,14.0,43.3
176.05,16.5,43.3
176.28,15.6,43.3
176.54,14.0,43.3
176.8,19.6,43.3
177.08,16.8,43.3
177.32,14.4,43.3
177.59,15.2,43.3
177.87,16.4,43.3
178.18,15.7,43.3
178.45,15.2,43.3
178.73,14.8,43.3
179.0,14.0,43.3
179.28,15.1,43.3
179.54,14.6,43.3
179.81,14.6,43.3
180.09,13.2,43.3
180.35,15.9,43.3
180.6,18.6,43.3
180.87,14.8,43.3
181.12,12.5,43.3
181.37,14.7,43.3
181.64,13.6,43.3
181.89,13.2,43.3
182.15,13.4,43.3
182.42,12.5,43.3
182.66,12.9,43.3
182.94,12.1,43.3
183.21,12.9,43.3
183.46,16.8,43.3
183.74,12.1,43.3
184.02,15.8,43.3
184.29,11.5,43.3
184.54,13.8,43.3
184.81,13.9,43.3
185.1,15.1,43.3
185.37,12.9,43.3
185.63,14.4,43.3
185.9,13.2,43.3
186.16,13.8,43.3
186.42,12.9,43.3
186.67,12.0,43.3
186.94,13.0,43.3
187.21,13.4,43.3
187.47,12.5,43.3
187.74,14.7,43.3
188.0,12.5,43.3
188.27,16.8,43.3
188.54,23.1,43.3
188.76,20.2,43.3
189.0,18.8,43.3
189.28,14.4,43.3
189.54,13.9,43.3
189.81,14.1,43.3
190.1,12.5,43.3
190.35,13.8,43.3
190.61,14.6,43.3
190.88,15.7,43.3
191.16,16.1,43.3
191.41,15.2,43.3
191.68,13.5,43.3
191.94,16.7,43.3
192.21,15.1,43.3
192.48,12.6,43.3
192.74,13.6,43.3
193.01,12.6,43.3
193.24,13.9,43.3
193.52,15.2,43.3
193.79,15.0,43.3
194.08,12.6,43.3
194.35,13.5,43.3
194.62,13.6,43.3
194.86,17.5,43.3
195.13,13.1,43.3
195.4,14.4,43.3
195.67,22.6,43.3
195.96,15.5,43.3
196.23,15.7,43.3
196.5,19.4,43.3
196.78,12.1,43.3
197.08,20.0,43.3
197.35,21.0,43.3
197.63,21.9,43.3
197.92,21.6,43.3
198.14,27.4,43.3
198.42,21.6,43.3
198.7,21.2,43.3
198.98,22.1,43.3
199.26,21.0,43.3
199.55,21.8,43.3
199.82,13.0,43.3
200.09,12.5,43.3
200.35,14.3,43.3
200.62,14.0,43.3
200.88,16.7,43.3
201.16,14.0,43.3
201.42,15.5,43.3
201.68,14.4,43.3
201.95,14.4,43.3
202.24,14.4,43.3
202.51,12.6,43.3
202.78,13.5,43.3
203.05,13.0,43.3
203.33,13.0,43.3
203.58,15.7,43.4
203.88,13.1,43.4
204.16,26.7,43.4
204.44,15.1,43.4
204.69,14.4,43.4
204.94,13.1,43.4
205.22,13.9,43.4
205.5,12.6,43.3
205.78,13.1,43.3
206.06,14.0,43.3
206.34,12.5,43.3
206.61,12.5,43.3
206.88,12.9,43.3
207.15,13.6,43.3
207.41,16.0,43.3
207.68,13.5,43.3
207.94,15.6,43.3
208.16,15.3,43.3
208.43,15.5,43.3
208.69,12.4,43.3
208.97,13.6,43.3
209.26,16.0,43.3
209.53,24.0,43.3
209.81,24.0,43.3
210.09,25.0,43.3
210.36,21.9,43.3
210.64,19.0,43.3
210.92,17.0,43.3
211.2,13.0,43.3
211.47,15.0,43.3
211.74,12.4,43.3
212.01,16.5,43.3
212.32,13.0,43.3
212.58,20.0,43.3
212.86,22.2,43.6
213.13,22.5,43.6
213.43,19.4,43.7
213.71,15.5,43.7
213.98,14.7,43.6
214.26,16.3,43.6
214.54,13.2,43.6
214.81,17.6,43.6
215.08,14.6,43.5
215.31,12.9,43.5
215.57,23.1,43.5
215.86,27.5,43.6
216.09,27.5,43.6
216.36,21.8,43.6
216.61,14.7,43.6
216.89,14.3,43.6
217.15,14.9,43.6
217.42,20.0,43.6
217.7,14.6,43.6
217.94,24.8,43.6
218.23,15.2,43.6
218.5,16.3,43.6
218.76,18.0,43.6
219.01,15.4,43.6
219.28,14.4,43.6
219.56,16.0,43.6
219.83,14.4,43.6
220.08,14.7,43.6
220.38,13.0,43.6
220.64,22.0,43.6
220.94,29.2,43.6
221.21,25.3,43.6
221.49,14.8,43.6
221.76,12.5,43.6
221.98,15.5,43.6
222.23,13.5,43.6
222.5,12.9,43.6
222.76,12.9,43.6
223.03,13.0,43.5
223.28,13.0,43.5
223.56,14.0,43.5
223.83,13.9,43.5
224.11,13.0,43.5
224.39,13.2,43.5
224.65,13.1,43.5
224.88,13.1,43.5
225.11,15.0,43.5
225.4,13.5,43.5
225.66,13.0,43.5
225.92,14.3,43.5
226.2,13.5,43.5
226.48,13.6,43.5
226.73,12.6,43.5
226.98,13.5,43.5
227.26,13.5,43.5
227.53,12.9,43.5
227.82,12.1,43.5
228.09,12.4,43.5
228.35,16.2,43.5
228.65,14.9,43.5
228.92,17.0,43.5
229.19,24.4,43.6
229.45,28.1,43.6
229.73,13.9,43.6
230.0,15.2,43.6
230.28,14.6,43.6
230.54,21.8,43.6
230.82,16.7,43.6
231.08,13.7,43.5
231.35,14.0,43.5
231.64,12.5,43.5
231.9,15.2,43.5
232.18,15.2,43.5
232.47,13.1,43.5
232.74,15.0,43.5
233.01,14.6,43.5
233.27,17.6,43.5
233.54,13.9,43.5
233.82,16.8,43.5
234.09,13.0,43.5
234.36,16.8,43.5
234.63,13.0,43.5
234.91,13.0,43.5
235.18,13.9,43.5
235.47,13.0,43.5
235.74,22.7,43.5
236.03,21.4,43.5
236.3,19.4,43.5
236.57,14.4,43.5
236.87,17.3,43.5
237.1,18.0,43.5
237.37,16.5,43.6
237.65,16.3,43.6
237.92,15.4,43.6
238.15,15.6,43.6
238.44,13.0,43.6
238.72,13.5,43.6
238.98,15.3,43.6
239.25,21.9,43.5
239.54,24.7,43.6
239.82,13.7,43.6
240.09,12.9,43.5
240.37,17.9,43.5
240.65,21.6,43.7
240.92,15.6,43.7
241.19,15.3,43.7
241.45,20.8,43.7
241.72,20.6,43.7
242.0,14.4,43.7
242.27,14.4,43.7
242.56,13.5,43.7
242.83,13.5,43.7
243.06,12.9,43.6
243.31,13.1,43.3
243.6,16.3,43.3
243.86,23.0,43.3
244.12,23.1,43.3
244.41,15.9,43.3
244.66,11.5,43.3
244.91,15.0,43.3
245.19,18.5,43.3
245.46,14.0,43.4
245.73,17.2,43.4
245.99,15.2,43.4
246.22,19.2,43.4
246.49,14.9,43.4
246.76,13.4,43.4
247.03,17.0,43.3
247.31,15.0,43.3
247.6,12.5,43.3
247.88,15.4,43.3
248.16,12.5,43.3
248.44,19.4,43.3
248.68,12.5,43.3
248.96,17.3,43.3
249.23,14.3,43.3
249.5,15.6,43.3
249.76,15.6,43.3
250.01,14.0,43.3
250.29,14.7,43.3
250.57,13.9,43.3
250.85,17.8,43.3
251.12,15.7,43.3
251.4,15.5,43.3
251.69,12.6,43.3
251.96,18.0,43.3
252.22,17.6,43.3
252.48,13.5,43.3
252.76,18.7,43.3
253.08,21.9,43.3
253.36,21.1,43.3
253.67,22.7,43.3
253.93,18.1,43.4
254.21,18.9,43.4
254.47,20.6,43.4
254.74,15.7,43.4
255.02,15.2,43.4
255.27,15.8,43.4
255.55,14.4,43.4
255.82,17.0,43.3
256.11,16.5,43.3
256.4,13.0,43.3
256.7,16.0,43.3
256.95,14.3,43.3
257.21,12.5,43.3
257.49,14.9,43.3
257.76,16.8,43.3
258.04,17.4,43.3
258.33,16.0,43.3
258.6,19.8,43.3
258.88,21.7,43.3
259.15,12.6,43.3
259.43,14.9,43.3
259.7,14.6,43.3
259.97,16.8,43.3
260.24,16.7,43.3
260.51,16.5,43.3
260.8,15.8,43.3
261.08,13.5,43.3
261.35,19.0,43.3
261.63,20.0,43.3
261.92,17.8,43.3
262.22,14.4,43.3
262.48,15.5,43.3
262.75,14.0,43.3
263.02,13.0,43.3
263.3,14.6,43.3
263.57,15.0,43.3
263.85,14.7,43.3
264.11,17.0,43.3
264.4,14.0,43.3
264.69,22.7,43.3
264.97,21.0,43.3
265.24,20.0,43.3
265.5,23.1,43.3
265.8,21.6,43.3
266.07,21.4,43.3
266.37,20.2,43.3
266.66,21.0,43.3
266.93,20.7,43.3
267.19,21.3,43.3
267.46,20.0,43.3
267.74,22.0,43.3
268.02,21.8,43.3
268.28,18.6,43.4
268.51,17.6,43.4
268.8,16.0,43.4
269.07,13.0,43.4
269.33,15.8,43.4
269.61,17.9,43.4
269.89,14.1,43.4
270.16,16.7,43.4
270.45,13.0,43.4
270.73,13.0,43.4
270.98,18.7,43.4
271.26,14.6,43.4
271.53,17.0,43.4
271.81,12.9,43.4
272.1,21.7,43.4
272.37,20.8,43.4
272.65,25.2,43.4
272.95,17.6,43.4
273.21,20.8,43.4
273.49,16.5,43.4
273.78,12.9,43.4
274.07,12.8,43.4
274.34,13.5,43.4
274.6,13.8,43.4
274.84,13.4,43.4
275.11,12.0,43.4
275.37,13.0,43.4
275.65,13.8,43.4
275.94,13.9,43.4
276.22,15.4,43.4
276.48,16.2,43.4
276.76,19.4,43.8
277.04,14.1,43.8
277.31,15.5,43.8
277.57,25.0,43.8
277.86,16.3,43.6
278.1,14.3,43.6
278.38,13.0,43.6
278.65,12.6,43.6
278.93,13.7,43.6
279.21,16.1,43.6
279.48,12.9,43.6
279.75,17.0,43.6
280.04,19.5,43.6
280.3,23.9,43.6
280.55,15.8,43.6
280.83,14.1,43.6
281.06,14.7,43.6
281.33,13.0,43.6
281.62,16.2,43.6
281.91,12.6,43.6
282.18,14.0,43.6
282.43,14.6,43.6
282.7,18.6,43.6
282.97,14.1,43.6
283.24,16.5,43.6
283.51,14.9,43.6
283.78,13.8,43.6
284.05,18.9,43.7
284.35,12.1,43.7
284.62,14.9,43.7
284.9,13.0,43.7
285.17,22.9,43.7
285.45,23.1,43.7
285.71,22.3,43.7
286.0,14.3,43.7
286.29,17.6,43.8
286.56,12.1,43.8
286.83,13.6,43.8
287.08,12.5,43.8
287.35,14.0,43.7
287.62,12.0,43.7
287.91,14.4,43.6
288.18,13.0,43.6
288.46,13.3,43.6
288.74,15.5,43.6
288.98,13.4,43.6
289.26,13.9,43.6
289.54,13.0,43.6
289.81,14.3,43.6
290.09,12.9,43.6
290.36,12.1,43.6
290.62,12.9,43.6
290.89,14.3,43.6
291.17,12.9,43.6
291.44,12.5,43.6
291.71,14.7,43.6
292.01,12.0,43.6
292.29,17.6,43.6
292.56,14.9,43.6
292.85,17.3,43.6
293.12,12.5,43.6
293.38,17.8,43.6
293.65,12.1,43.6
293.93,30.5,43.6
294.22,28.4,43.6
294.5,22.2,43.6
294.76,13.0,43.6
295.06,12.5,43.6
295.31,13.0,43.6
295.57,15.3,43.6
295.83,14.8,43.6
296.11,14.7,43.6
296.39,12.9,43.6
296.67,12.5,43.6
296.94,14.4,43.6
297.21,13.9,43.6
297.49,15.2,43.6
297.75,13.9,43.6
298.03,13.4,43.6
298.3,21.7,43.6
298.56,15.5,43.6
298.83,14.4,43.6
299.1,30.1,43.8
299.38,24.7,43.8
299.65,22.4,43.8
299.91,14.3,43.8
300.18,13.6,43.8
300.43,13.0,43.8
300.69,15.1,43.8
300.93,15.0,43.7
301.2,15.5,43.7
301.47,15.5,43.7
301.73,15.7,43.4
302.02,13.5,43.4
302.3,15.5,43.5
302.59,13.4,43.4
302.84,18.3,43.5
303.13,16.5,43.5
303.4,13.5,43.5
303.67,12.1,43.5
303.95,23.0,43.4
304.22,19.6,43.4
304.5,13.5,43.4
304.76,14.0,43.4
305.03,15.0,43.4
305.31,13.8,43.4
305.57,20.2,43.5
305.82,14.4,43.5
306.12,17.6,43.6
306.39,12.5,43.6
306.66,13.0,43.6
306.93,17.2,43.6
307.21,17.5,43.6
307.47,13.4,43.6
307.73,13.4,43.6
307.99,14.1,43.6
308.26,15.5,43.6
308.52,12.6,43.6
308.78,20.0,43.7
309.04,17.2,43.8
309.33,14.4,43.8
309.61,13.6,43.8
309.86,14.9,43.7
310.12,23.4,43.7
310.43,20.2,43.7
310.68,18.8,43.8
310.95,23.1,43.7
311.21,18.9,43.8
311.44,13.4,43.7
311.71,16.5,43.7
311.97,13.5,43.7
312.25,13.0,43.7
312.51,13.5,43.7
312.78,13.0,43.7
313.06,13.5,43.7
313.33,16.7,43.7
313.6,17.0,43.7
313.88,17.3,43.7
314.16,23.6,43.7
314.41,16.1,43.7
314.66,16.7,43.7
