time,cpu,ram
314.93,13.0,43.7
315.21,16.8,43.7
315.48,13.4,43.7
315.75,17.5,43.7
316.03,15.2,43.7
316.32,13.5,43.7
316.58,15.5,43.7
316.86,13.4,43.7
317.13,13.0,43.7
317.4,13.5,43.7
317.65,14.0,43.7
317.9,12.5,43.7
318.18,17.3,43.7
318.47,16.0,43.8
318.75,15.0,43.8
319.02,13.5,43.8
319.31,14.9,43.8
319.58,24.2,43.8
319.87,17.2,43.8
320.13,15.5,43.7
320.4,12.5,43.7
320.66,12.2,43.7
320.93,15.4,43.7
321.19,15.8,43.7
321.47,15.4,43.7
321.76,14.7,43.7
322.0,20.4,43.7
322.3,13.0,43.7
322.58,13.0,43.7
322.84,12.1,43.7
323.14,17.9,43.7
323.44,16.1,43.7
323.69,13.7,43.7
323.96,19.0,43.8
324.26,15.9,43.8
324.57,13.0,43.8
324.85,16.3,43.8
325.12,26.1,43.8
325.39,35.8,44.0
325.66,20.2,44.0
325.93,18.6,44.0
326.19,62.8,44.0
326.43,80.6,44.0
326.7,18.8,44.0
327.0,13.0,43.9
327.28,17.2,43.9
327.55,13.9,43.9
327.82,28.3,44.0
328.09,20.0,44.0
328.39,29.5,44.2
328.65,27.8,44.2
328.95,17.2,44.0
329.24,25.0,44.0
329.51,13.0,44.0
329.77,13.7,44.0
330.04,37.5,44.0
330.3,18.9,44.0
330.53,15.5,44.0
330.8,13.5,44.0
331.07,14.3,43.9
331.31,13.0,43.9
331.57,13.5,43.9
331.84,13.4,43.8
332.09,13.8,43.8
332.37,13.9,43.8
332.66,13.9,43.8
332.94,15.8,43.8
333.22,14.1,43.8
333.47,14.8,43.8
333.72,14.0,43.8
333.99,14.1,43.8
334.25,19.8,43.8
334.54,17.5,43.8
334.8,29.7,43.8
335.06,18.5,43.9
335.34,15.5,43.8
335.61,22.4,43.9
335.87,14.9,43.9
336.14,17.2,43.9
336.41,13.9,43.9
336.69,14.0,43.9
336.95,16.2,43.7
337.23,16.1,43.7
337.5,15.6,43.7
337.76,14.9,43.7
338.02,14.7,43.7
338.3,21.2,43.7
338.59,22.7,43.7
338.86,14.7,43.7
339.13,17.5,43.7
339.42,16.7,43.7
339.71,18.2,43.7
339.97,16.8,43.7
340.22,18.6,43.7
340.51,17.0,43.7
340.77,22.3,43.7
341.06,20.0,43.7
341.34,21.7,43.7
341.6,19.5,43.7
341.86,21.6,43.7
342.15,20.4,43.7
342.42,20.5,43.7
342.72,26.7,43.7
342.94,18.9,43.7
343.2,21.8,43.7
343.42,17.2,43.7
343.69,14.8,43.8
343.95,29.6,43.8
344.21,30.0,43.9
344.51,34.0,44.1
344.79,28.0,44.6
345.06,27.8,44.4
345.36,22.2,44.4
345.66,21.5,44.4
345.96,14.0,44.4
346.23,14.9,44.4
346.48,12.0,44.4
346.75,13.5,44.4
346.99,13.3,44.4
347.28,13.7,44.4
347.55,12.5,44.4
347.8,13.1,44.4
348.07,12.5,44.4
348.34,14.9,44.4
348.62,11.5,44.4
348.88,13.5,44.4
349.15,12.9,44.4
349.42,16.2,44.3
349.7,24.0,44.3
349.98,19.8,43.7
350.25,13.1,43.7
350.55,16.7,43.7
350.84,18.8,43.7
351.12,14.4,43.7
351.39,14.8,43.7
351.68,34.7,43.9
351.94,22.8,43.9
352.23,13.0,43.9
352.54,12.6,43.9
352.82,14.0,43.9
353.08,12.0,43.8
353.34,14.6,43.8
353.62,13.9,43.8
353.89,22.6,43.8
354.16,22.5,43.8
354.4,16.3,43.8
354.66,13.5,43.8
354.93,19.6,43.8
355.18,12.5,43.8
355.43,17.0,43.8
355.71,12.5,43.8
355.99,21.1,43.8
356.28,16.7,43.8
356.58,20.0,43.8
356.85,17.3,43.8
357.13,13.4,43.8
357.39,16.0,43.8
357.66,17.1,43.8
357.95,12.5,43.8
358.23,13.7,43.8
358.51,14.0,43.8
358.74,27.1,43.8
359.03,13.0,43.8
359.29,15.7,43.8
359.58,17.3,43.8
359.86,14.8,43.8
360.11,12.5,43.8
360.35,16.0,43.8
360.64,13.4,43.8
360.93,24.7,43.8
361.17,13.1,43.8
361.47,14.0,43.8
361.74,12.5,43.8
361.99,12.5,43.8
362.24,13.1,43.8
362.49,15.3,43.8
362.76,12.9,43.8
363.02,13.4,43.8
363.29,14.0,43.8
363.57,16.7,43.8
363.87,13.5,43.8
364.13,12.6,43.8
364.4,13.5,43.8
364.67,13.6,43.8
364.93,27.8,43.8
365.18,18.6,43.8
365.45,15.7,43.8
365.71,13.0,43.8
365.98,13.5,43.8
366.23,14.9,43.8
366.5,15.2,43.8
366.77,16.5,44.0
367.08,38.5,44.0
367.33,21.1,44.0
367.62,28.7,44.0
367.9,21.0,43.8
368.2,41.2,43.9
368.45,50.0,44.0
368.71,47.8,44.0
368.98,20.0,44.1
369.26,14.4,44.0
369.52,14.3,44.0
369.79,12.9,44.0
370.02,12.5,44.0
370.3,11.5,44.0
370.58,13.2,43.9
370.82,13.0,43.9
371.1,13.1,43.9
371.34,12.9,43.9
371.62,14.3,43.9
371.89,12.4,43.9
372.16,12.4,43.9
372.42,12.6,43.9
372.7,13.3,43.9
372.98,12.4,43.9
373.24,12.2,43.9
373.5,15.2,43.9
373.79,14.4,43.9
374.06,12.0,43.9
374.32,12.9,43.9
374.6,14.6,43.9
374.87,14.0,43.8
375.14,12.9,43.8
375.41,13.7,43.8
375.69,12.1,43.8
375.96,12.0,43.8
376.23,15.1,43.8
376.48,13.9,43.8
376.77,12.9,43.8
377.04,12.4,43.8
377.3,11.5,43.8
377.55,15.7,43.8
377.79,13.4,43.8
378.05,15.4,43.7
378.32,12.9,43.7
378.59,17.6,43.8
378.86,12.5,43.8
379.13,12.5,43.8
379.38,12.0,43.8
379.64,13.1,43.8
379.92,13.4,43.8
380.19,13.0,43.7
380.45,13.0,43.7
380.74,12.5,43.7
381.01,12.9,43.7
381.27,13.8,43.7
381.53,14.7,43.7
381.81,12.9,43.8
382.1,13.0,43.8
382.37,12.9,43.8
382.64,15.0,43.8
382.91,12.5,43.8
383.19,18.6,43.8
383.46,12.9,43.8
383.74,16.4,43.8
384.03,12.9,43.8
384.3,12.5,43.8
384.56,14.5,43.8
384.86,13.5,43.8
385.11,13.5,43.8
385.38,13.4,43.8
385.65,17.3,43.8
385.93,12.5,43.8
386.19,13.4,43.8
386.46,13.0,43.8
386.72,14.4,43.7
386.99,13.0,43.8
387.25,12.5,43.8
387.52,13.0,43.7
387.79,14.3,43.7
388.06,12.5,43.7
388.29,12.5,43.7
388.56,12.9,43.7
388.84,12.5,43.8
389.12,13.9,43.8
389.39,12.5,43.8
389.65,14.8,43.8
389.95,13.6,43.8
390.24,13.0,43.8
390.51,13.0,43.8
390.79,13.5,43.8
391.06,12.0,43.8
391.33,17.3,43.8
391.59,12.9,43.8
391.87,27.1,43.8
392.14,13.0,43.8
392.41,12.9,43.8
392.69,16.3,43.8
392.97,12.9,43.8
393.23,12.9,43.8
393.5,14.3,43.8
393.77,17.8,43.8
394.05,14.1,43.8
394.31,33.3,43.8
394.61,20.6,43.8
394.89,14.4,43.8
395.17,17.7,43.8
395.44,25.2,43.8
395.72,30.9,43.8
396.0,14.9,43.8
396.28,13.9,43.8
396.56,24.7,43.7
396.85,21.6,43.7
397.1,13.4,43.4
397.37,16.2,43.4
397.66,17.3,43.4
397.93,14.0,43.4
398.21,15.8,43.4
398.49,20.8,43.4
398.78,18.3,43.4
399.05,17.0,43.4
399.32,19.6,43.4
399.6,25.5,43.4
399.88,30.6,43.4
400.17,18.1,43.4
400.43,18.1,43.4
400.71,15.2,43.4
401.0,15.4,43.4
401.26,15.3,43.4
401.52,13.9,43.4
401.81,14.3,43.4
402.07,15.5,43.4
402.34,12.5,43.4
402.6,12.9,43.4
402.86,16.7,43.5
403.13,17.3,43.5
403.39,14.7,43.5
403.66,18.6,43.5
403.94,13.4,43.5
404.21,13.7,43.5
404.48,15.2,43.5
404.74,13.0,43.5
405.02,12.9,43.5
405.28,12.5,43.5
405.56,13.9,43.5
405.84,15.0,43.5
406.11,12.5,43.5
406.37,13.0,43.5
406.65,15.5,43.5
406.93,12.1,43.5
407.21,16.8,43.5
407.5,21.5,43.5
407.73,19.6,43.5
407.99,18.8,43.6
408.27,13.0,43.6
408.55,12.9,43.6
408.84,14.3,43.6
409.09,12.9,43.6
409.36,13.0,43.6
409.62,13.5,43.6
409.9,13.0,43.5
410.17,12.0,43.5
410.45,13.7,43.5
410.74,12.5,43.5
411.0,12.5,43.5
411.26,12.9,43.5
411.53,12.9,43.5
411.79,12.4,43.5
412.06,13.9,43.5
412.34,13.4,43.5
412.6,12.1,43.5
412.88,14.0,43.5
413.16,12.1,43.5
413.42,12.9,43.5
413.69,12.5,43.5
413.97,13.0,43.5
414.23,12.0,43.5
414.49,13.3,43.5
414.79,12.9,43.5
415.07,12.9,43.5
415.34,12.5,43.5
415.6,17.5,43.5
415.83,13.8,43.5
416.13,12.9,43.5
416.4,12.9,43.5
416.68,13.0,43.5
416.94,16.7,43.5
417.21,19.2,43.5
417.49,13.7,43.5
417.77,16.3,43.5
418.05,15.0,43.5
418.31,16.4,43.5
418.61,17.0,43.5
418.86,16.7,43.5
419.14,14.8,43.5
419.4,15.9,43.5
419.65,16.5,43.5
419.92,16.5,43.5
420.19,17.0,43.5
420.46,14.4,43.5
420.72,14.9,43.5
420.99,14.1,43.5
421.26,12.1,43.5
421.55,13.0,43.5
421.8,13.0,43.5
422.07,12.6,43.5
422.33,13.3,43.5
422.6,12.5,43.5
422.87,14.0,43.5
423.14,12.5,43.5
423.43,13.3,43.5
423.69,12.5,43.5
423.95,15.8,43.5
424.24,17.4,43.5
424.49,12.9,43.5
424.76,12.9,43.5
425.02,13.7,43.5
425.28,15.0,43.5
425.57,16.3,43.5
425.85,14.6,43.5
426.14,14.9,43.5
426.41,15.8,43.5
426.69,14.4,43.5
426.95,13.0,43.5
427.25,15.8,43.5
427.54,14.3,43.5
427.81,12.1,43.5
428.08,13.5,43.5
428.35,16.1,43.5
428.61,13.0,43.5
428.89,14.9,43.5
429.16,14.0,43.5
429.42,12.9,43.5
429.7,15.5,43.5
429.97,13.1,43.5
430.26,12.9,43.5
430.54,14.0,43.5
430.82,15.8,43.5
431.08,18.5,43.5
431.34,13.0,43.5
431.62,17.8,43.6
431.9,18.7,43.6
432.18,22.5,43.6
432.44,24.7,43.6
432.69,15.5,43.6
432.97,14.7,43.6
433.27,12.5,43.6
433.53,13.9,43.6
433.8,13.7,43.6
434.07,18.5,43.5
434.36,12.5,43.5
434.64,15.5,43.5
434.9,15.1,43.5
435.17,13.5,43.5
435.44,13.9,43.5
435.71,12.5,43.5
435.98,13.3,43.5
436.27,23.3,43.5
436.53,14.6,43.6
436.8,16.2,43.6
437.07,25.5,43.6
437.35,16.1,43.6
437.61,22.2,43.6
437.89,13.0,43.6
438.16,14.1,43.6
438.42,16.2,43.6
438.7,13.0,43.6
438.97,20.2,43.6
439.25,13.0,43.6
439.54,14.7,43.6
439.81,12.5,43.6
440.08,20.4,43.6
440.37,14.0,43.6
440.62,12.0,43.6
440.89,12.1,43.6
441.16,15.3,43.6
441.39,12.5,43.6
441.66,14.0,43.6
441.93,12.5,43.6
442.2,14.0,43.6
442.47,12.9,43.6
442.74,13.5,43.6
443.0,12.4,43.6
443.27,14.1,43.6
443.54,13.3,43.6
443.81,13.4,43.6
444.09,12.9,43.6
444.38,13.0,43.6
444.65,12.5,43.6
444.9,12.8,43.6
445.12,5.0,43.3
445.33,0.0,43.3
445.53,4.9,43.3
445.74,1.2,43.3
445.94,34.5,43.2
446.19,14.1,43.2
446.41,15.8,43.2
446.64,14.1,43.2
446.87,31.0,43.3
447.09,13.8,43.2
447.31,2.5,43.2
447.51,2.5,43.2
447.72,18.3,43.2
447.92,4.9,43.2
448.13,8.9,43.2
448.33,14.8,43.2
448.54,15.2,43.3
448.74,3.8,43.3
448.95,0.0,43.3
449.15,1.3,43.3
449.36,0.0,43.3
449.57,1.2,43.3
449.77,1.3,43.3
449.98,6.1,43.2
450.19,19.0,43.4
450.39,5.1,43.5
450.6,6.3,43.5
450.81,10.0,43.5
451.01,10.3,43.5
451.22,14.1,43.5
451.43,18.5,43.5
451.63,18.3,43.5
451.84,10.3,43.5
452.05,6.6,43.4
