0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
188.0,98.0,100.0,99.0,100.0,198.0,201.0,19.585500933491918,17.66136056860438,13.27001382665247,12.82002187248665,11.05200011598458,11.257541658196766,11.67409458840634,11.526825701307635,11.373324634623135,13.623611877899354,9.321026593826991,8.76572906185542,8.427752339110933
98.0,99.0,100.0,100.0,98.0,198.0,199.0,15.919139167669698,17.483103177924942,14.663282746791655,13.689408339985558,14.407426274427074,12.843462163392852,10.279498031012933,8.997516036394938,9.433551888585379,11.433551922418742,11.433551860118207,9.151569827384334,8.587605728717369
99.0,100.0,99.0,99.0,100.0,198.0,197.0,16.137485904324937,14.29207713646208,16.69137954687745,12.979595333368376,11.607236000795819,10.6945679266834,11.009804353182181,11.567668305697559,9.769269359177885,10.945595560244008,10.910587135010722,8.885480689289384,10.498239579983586
100.0,99.0,97.0,99.0,98.0,198.0,160.93153246777496,17.4656650609826,16.394774447985817,15.66230260064496,11.618928882968097,12.993209510863982,11.669398059272337,10.097312284025985,9.068366801889333,9.733521091140528,8.783129137975738,6.731141467166914,12.098414437370987,9.64247417657209
