time,cpu,ram
122.8,12.9,42.0
123.06,12.5,42.0
123.32,21.6,42.0
123.61,12.5,42.0
123.89,18.8,42.0
124.15,13.3,42.0
124.43,12.5,42.0
124.71,14.1,42.0
124.93,14.0,42.0
125.19,13.3,42.0
125.46,13.5,42.0
125.72,11.5,42.0
125.98,12.4,42.0
126.24,14.0,42.0
126.55,12.4,42.0
126.82,12.0,42.0
127.07,12.5,42.0
127.33,14.3,42.0
127.59,12.9,42.0
127.87,12.0,42.0
128.15,13.4,42.0
128.42,12.5,42.0
128.69,12.5,42.0
128.95,13.1,42.0
129.19,12.0,42.0
129.45,12.9,42.0
129.73,12.5,42.0
129.99,12.9,42.0
130.25,14.9,42.0
130.53,12.5,42.0
130.79,13.3,42.0
131.06,12.9,42.0
131.34,17.4,42.0
131.61,19.0,42.0
131.88,13.4,42.0
132.14,16.7,42.0
132.41,13.1,42.0
132.69,12.5,42.0
132.95,12.4,42.0
133.22,14.0,42.0
133.49,13.0,42.0
133.75,12.0,42.0
133.97,12.9,42.0
134.21,13.0,42.0
134.5,12.5,42.0
134.75,12.9,42.0
135.02,12.5,42.0
135.28,12.6,42.0
135.54,12.6,42.0
135.82,12.4,42.0
136.1,12.5,42.0
136.36,17.1,42.0
136.63,13.0,42.0
136.9,13.0,42.0
137.18,13.2,42.0
137.46,15.5,42.0
137.73,12.9,42.0
138.02,12.4,42.0
138.31,13.6,42.0
138.53,12.4,42.0
138.75,11.9,42.0
138.99,12.5,42.0
139.26,12.0,42.0
139.55,22.0,42.0
139.82,19.3,42.0
140.11,17.0,42.0
140.39,23.7,42.1
140.67,16.7,42.1
140.93,18.6,42.1
141.18,12.9,42.1
141.45,16.3,42.1
141.7,12.5,42.1
141.97,13.5,42.1
142.22,12.5,42.1
142.49,12.8,42.1
142.75,14.1,42.1
142.99,13.4,42.1
143.26,12.5,42.1
143.53,13.1,42.1
143.78,13.6,42.1
144.03,13.8,42.1
144.3,12.0,42.1
144.56,12.5,42.1
144.82,13.5,42.1
145.07,12.9,42.1
145.33,13.9,42.1
145.62,12.4,42.1
145.88,13.0,42.1
146.16,12.5,42.1
146.42,14.8,42.1
146.72,12.4,42.1
146.98,12.6,42.1
147.25,12.4,42.1
147.53,13.9,42.1
147.8,13.6,42.1
148.05,12.5,42.1
148.31,13.9,42.1
148.59,12.9,42.1
148.84,12.0,42.1
149.1,12.5,42.1
149.37,13.0,42.1
149.66,14.3,42.1
149.93,12.5,42.1
150.19,12.5,42.1
150.42,14.7,42.1
150.72,12.5,42.1
150.94,12.9,42.1
151.21,12.5,42.1
151.48,14.5,42.1
151.73,12.4,42.1
152.0,13.1,42.1
152.24,13.5,42.1
152.5,16.0,42.1
152.78,13.5,42.1
153.02,13.4,42.1
153.28,13.4,42.1
153.54,16.3,42.1
153.81,13.5,42.1
154.07,12.1,42.1
154.33,13.0,42.1
154.61,13.6,42.1
154.84,12.9,42.1
155.1,13.3,42.1
155.38,12.9,42.1
155.65,13.5,42.1
155.87,20.0,42.1
156.14,13.6,42.1
156.39,17.8,42.1
156.66,12.9,42.1
156.94,12.1,42.1
157.21,13.0,42.1
157.48,14.9,42.1
157.76,12.4,42.1
158.02,12.9,42.1
158.29,13.4,42.1
158.56,17.6,42.1
158.84,12.4,42.1
159.11,12.9,42.1
159.37,12.9,42.1
159.65,13.9,42.1
159.93,15.5,42.1
160.2,12.9,42.1
160.48,14.3,42.1
160.77,12.9,42.1
161.02,13.0,42.1
161.3,13.8,42.1
161.56,16.5,42.1
161.85,12.5,42.1
162.13,14.7,42.1
162.41,12.4,42.1
162.67,14.0,42.1
162.94,12.5,42.1
163.2,12.9,42.1
163.45,14.3,42.1
163.71,13.9,42.1
163.99,20.7,42.1
164.25,17.7,42.1
164.51,21.1,42.1
164.8,14.9,42.1
165.07,12.5,42.1
165.32,13.5,42.1
165.55,13.9,42.1
165.84,12.4,42.1
166.11,13.5,42.1
166.37,13.5,42.1
166.63,17.3,42.1
166.91,12.9,42.1
167.19,12.9,42.1
167.44,14.0,42.1
167.71,13.2,42.1
167.97,12.5,42.1
168.24,12.5,42.1
168.49,13.0,42.0
168.77,13.4,42.0
169.03,13.0,42.0
169.29,12.9,42.0
169.55,13.0,42.1
169.83,12.5,42.0
170.1,12.5,42.0
170.37,13.4,42.1
170.62,15.0,42.1
170.91,12.4,42.1
171.18,13.0,42.1
171.44,14.7,42.1
171.71,14.7,42.1
171.97,14.4,42.1
172.25,16.1,42.1
172.47,14.7,42.1
172.74,16.1,42.2
172.98,13.0,42.2
173.26,12.9,42.2
173.5,12.1,42.2
173.76,15.3,42.2
174.02,13.6,42.2
174.28,12.5,42.2
174.55,12.4,42.1
174.83,13.0,42.1
175.08,12.5,42.1
175.32,12.9,42.1
175.59,13.0,42.1
175.9,12.9,42.1
176.17,12.9,42.1
176.44,12.1,42.1
176.69,16.3,42.1
176.92,12.9,42.1
177.19,12.1,42.1
177.45,14.4,42.1
177.72,17.3,42.1
177.98,13.0,42.1
178.22,12.0,42.1
178.44,13.4,42.1
178.71,14.9,42.1
178.97,13.0,42.1
179.26,13.5,42.1
179.53,12.5,42.1
179.81,15.7,42.1
180.06,12.5,42.1
180.31,12.5,42.1
180.58,13.5,42.1
180.85,13.5,42.2
181.13,13.0,42.2
181.4,12.4,42.2
181.63,13.9,42.2
181.91,12.1,42.2
182.18,12.5,42.2
182.43,12.9,42.2
182.69,13.1,42.1
182.98,13.9,42.1
183.26,13.5,42.1
183.54,15.6,42.1
183.79,14.6,42.1
184.07,13.5,42.1
184.33,13.1,42.1
184.58,12.5,42.1
184.83,15.5,42.1
185.1,12.1,42.1
185.36,13.1,42.1
185.58,13.3,42.1
185.85,14.0,42.1
186.12,12.9,42.1
186.4,13.0,42.1
186.66,13.0,42.1
186.93,12.5,42.1
187.18,12.5,42.1
187.43,13.5,42.1
187.65,12.9,42.1
187.93,13.0,42.1
188.19,14.0,42.1
188.45,17.5,42.1
188.73,15.4,42.2
189.01,14.6,42.2
189.28,12.5,42.2
189.55,13.5,42.2
189.81,17.6,42.2
190.1,12.9,42.2
190.36,12.5,42.2
190.62,12.0,42.1
190.9,13.5,42.1
191.16,12.5,42.1
191.43,13.4,42.1
191.71,12.9,42.1
192.01,12.9,42.1
192.28,12.5,42.1
192.53,12.6,42.1
192.77,13.9,42.1
193.06,12.9,42.1
193.33,12.0,42.1
193.58,12.0,42.1
193.86,15.0,42.1
194.15,12.5,42.1
194.43,13.0,42.1
194.69,12.9,42.1
194.97,13.5,42.1
195.23,12.5,42.1
195.45,12.8,42.1
195.74,12.5,42.1
196.0,12.5,42.1
196.26,13.0,42.1
196.52,13.5,42.1
196.77,13.5,42.1
197.07,13.5,42.1
197.33,12.5,42.1
197.59,13.3,42.1
197.85,15.8,42.1
198.11,12.0,42.1
198.37,12.9,42.1
198.64,13.5,42.1
198.88,15.8,42.1
199.16,13.3,42.1
199.43,12.9,42.1
199.69,13.9,42.1
199.96,14.6,42.1
200.23,12.5,42.1
200.49,12.5,42.1
200.76,13.9,42.1
201.04,12.9,42.1
201.3,14.0,42.1
201.57,12.5,42.1
201.84,14.5,42.1
202.13,12.5,42.1
202.36,12.0,42.1
202.63,12.9,42.1
202.9,14.0,42.1
203.19,13.0,42.1
203.46,13.4,42.1
203.73,12.5,42.1
204.0,17.0,42.1
204.26,13.5,42.1
204.52,20.8,42.1
204.79,18.7,42.1
205.05,30.4,42.1
205.32,13.1,42.1
205.59,12.9,42.1
205.86,13.1,42.1
206.09,13.5,42.1
206.31,13.1,42.1
206.57,13.0,42.1
206.82,13.0,42.1
207.1,12.5,42.1
207.37,12.5,42.1
207.64,12.5,42.1
207.9,14.7,42.1
208.19,12.4,42.1
208.45,12.5,42.1
208.7,13.5,42.1
208.97,16.5,42.1
209.23,12.1,42.1
209.5,12.0,42.1
209.75,12.1,42.1
210.02,14.9,42.1
210.3,13.0,42.1
210.58,12.5,42.1
210.82,12.9,42.1
211.1,14.4,42.1
211.36,13.9,42.1
211.64,12.4,42.1
211.91,13.9,42.1
212.22,13.0,42.1
212.5,12.5,42.1
212.77,13.9,42.1
213.04,22.2,42.1
213.32,14.1,42.1
213.57,13.5,42.1
213.83,14.4,42.1
214.09,14.0,42.1
214.37,13.7,42.1
214.66,14.1,42.1
214.91,12.5,42.1
215.18,13.4,42.1
215.45,12.4,42.1
215.72,12.9,42.1
215.98,13.1,42.1
216.28,12.0,42.1
216.54,12.5,42.1
216.8,12.5,42.1
217.07,17.1,42.1
217.36,14.0,42.1
217.62,13.5,42.1
217.88,12.5,42.1
218.14,13.8,42.1
218.38,12.9,42.1
218.64,13.5,42.1
218.91,12.5,42.1
219.18,13.9,42.1
219.45,13.4,42.1
219.72,13.5,42.1
219.98,12.5,42.1
220.26,12.0,42.1
220.53,12.5,42.1
220.77,20.4,42.1
221.03,15.7,42.1
221.32,17.7,42.1
221.58,13.4,42.1
221.85,12.4,42.1
222.1,17.5,42.1
222.38,12.5,42.1
222.65,12.9,42.1
222.89,13.4,42.1
223.16,15.0,42.1
223.43,12.5,42.1
223.7,12.9,42.1
223.95,12.9,42.1
224.23,12.1,42.1
224.52,13.1,42.1
224.74,13.5,42.1
224.99,12.0,42.1
225.26,13.8,42.1
225.51,12.4,42.1
225.78,12.4,42.1
226.05,13.9,42.1
226.34,12.1,42.1
226.61,12.5,42.1
226.87,12.3,42.1
227.11,14.0,42.1
227.39,13.4,42.1
227.65,13.1,42.1
227.87,14.1,42.1
228.09,13.8,42.1
228.37,12.9,42.1
228.65,11.5,42.1
228.91,19.6,42.1
229.18,17.8,42.1
229.45,16.0,42.1
229.73,12.5,42.1
229.99,13.6,42.1
230.24,13.1,42.2
230.54,15.0,42.2
230.82,13.0,42.2
231.09,13.8,42.2
231.4,13.4,42.2
231.66,12.9,42.2
231.91,12.0,42.2
232.18,16.4,42.1
232.48,12.5,42.1
232.75,12.1,42.1
233.03,12.9,42.1
233.3,12.6,42.1
233.56,13.4,42.1
233.83,14.1,42.1
234.06,12.7,42.1
234.34,12.1,42.1
234.63,13.5,42.1
234.89,12.5,42.1
235.15,13.1,42.1
235.44,12.9,42.1
235.71,12.9,42.1
235.98,12.0,42.1
236.26,16.0,42.1
236.55,12.9,42.1
236.76,12.6,42.1
237.02,20.4,42.1
237.29,16.0,42.1
237.57,19.3,42.1
237.83,14.0,42.2
238.1,12.5,42.2
238.36,14.7,42.2
238.64,12.5,42.2
238.91,12.5,42.2
239.17,13.9,42.2
239.45,12.5,42.1
239.72,12.5,42.1
240.0,12.5,42.1
240.26,16.7,42.1
240.54,12.0,42.1
240.8,12.9,42.1
241.06,13.4,42.1
241.33,15.0,42.1
241.61,12.9,42.1
241.88,13.1,42.1
242.13,13.9,42.1
242.4,13.2,42.1
242.66,12.5,42.1
242.93,12.4,42.1
243.2,13.0,42.1
243.5,12.5,42.1
243.77,12.0,42.1
244.04,13.0,42.1
244.3,16.3,42.1
244.56,12.9,42.1
244.83,14.3,42.1
245.1,19.2,42.1
245.37,19.4,42.2
245.63,13.8,42.2
245.9,12.5,42.2
246.15,12.9,42.2
246.42,14.0,42.2
246.68,12.5,42.2
246.94,13.3,42.2
247.2,12.9,42.2
247.43,15.1,42.1
247.7,12.9,42.1
247.96,12.5,42.1
248.23,13.0,42.1
248.52,13.0,42.1
248.78,12.5,42.1
249.0,13.8,42.1
249.27,13.0,42.1
249.56,12.5,42.1
249.82,13.5,42.1
250.07,12.0,42.1
250.34,14.8,42.1
250.62,12.5,42.1
250.88,14.1,42.1
251.13,12.9,42.1
251.38,16.8,42.1
251.66,12.9,42.1
251.93,13.4,42.1
252.2,14.3,42.1
252.47,12.6,42.1
252.74,12.9,42.1
253.01,13.4,42.1
253.27,18.8,42.1
253.56,12.5,42.1
253.79,25.0,42.1
254.06,12.5,42.2
254.33,15.4,42.2
254.62,13.0,42.2
254.88,12.5,42.2
255.13,12.0,42.2
255.4,15.5,42.2
255.67,12.4,42.2
255.94,12.1,42.2
256.21,12.5,42.2
256.48,14.0,42.1
256.76,13.1,42.1
256.99,12.9,42.1
257.27,13.4,42.1
257.54,17.6,42.1
257.79,14.3,42.1
258.07,12.5,42.1
258.34,14.4,42.1
258.61,13.0,42.1
258.89,12.5,42.1
259.15,12.4,42.1
259.41,17.3,42.2
259.68,12.9,42.2
259.93,13.7,42.2
260.21,12.5,42.2
260.48,16.5,42.2
260.74,12.9,42.2
261.0,12.9,42.2
261.27,13.0,42.2
261.55,31.0,42.2
261.84,14.1,42.2
262.11,14.9,42.2
262.38,15.0,42.3
262.65,12.1,42.3
262.92,12.5,42.3
263.18,12.0,42.3
263.46,15.2,42.3
263.75,13.4,42.3
264.02,12.4,42.3
264.3,12.9,42.3
264.58,14.6,42.2
264.83,13.4,42.2
265.1,12.5,42.2
265.36,13.3,42.2
265.62,12.0,42.2
265.86,12.9,42.2
266.13,12.5,42.2
266.41,15.9,42.2
266.7,12.0,42.2
266.97,13.4,42.2
267.24,12.9,42.2
267.5,22.9,42.2
267.78,12.4,42.2
268.04,12.9,42.2
268.32,13.0,42.2
268.58,14.1,42.2
268.86,12.0,42.2
269.14,13.0,42.2
269.42,15.2,42.2
269.71,21.6,42.2
269.97,16.3,42.2
270.23,13.5,42.2
270.49,17.0,42.2
270.76,12.5,42.2
271.04,12.4,42.2
271.29,12.5,42.2
271.56,16.3,42.2
271.83,12.1,42.2
272.1,12.0,42.2
272.35,12.5,42.2
272.61,14.9,42.2
272.89,12.0,42.2
273.11,12.5,42.2
273.37,12.5,42.2
273.64,15.7,42.2
273.91,13.1,42.2
274.16,13.1,42.2
274.39,13.0,42.2
274.66,14.4,42.2
274.93,12.9,42.2
275.19,12.1,42.2
275.46,12.0,42.2
275.75,12.5,42.2
275.97,13.1,42.2
276.22,12.5,42.2
276.46,12.4,42.2
276.74,13.4,42.2
277.0,12.9,42.2
277.26,12.4,42.2
277.54,15.2,42.2
277.81,12.4,42.2
278.09,13.0,42.2
278.35,12.0,42.2
278.61,15.0,42.2
278.91,13.0,42.2
279.18,12.4,42.2
279.46,13.7,42.2
279.75,12.9,42.2
280.02,13.0,42.2
280.28,15.2,42.2
280.54,13.5,42.2
280.81,15.0,42.2
281.08,13.0,42.2
281.36,13.8,42.2
281.61,31.3,42.2
281.9,41.4,42.2
282.18,22.5,42.2
282.46,14.3,42.2
282.72,16.5,42.2
283.01,12.5,42.2
283.27,14.1,42.2
283.5,13.5,42.2
283.75,13.3,42.1
284.02,23.5,42.0
284.32,12.0,42.0
284.57,13.5,42.0
284.86,13.4,42.0
285.13,12.9,42.1
285.41,12.9,42.1
285.68,14.6,42.1
285.96,16.3,42.1
286.25,15.9,42.1
286.51,12.0,42.1
286.76,13.5,42.1
287.03,13.5,42.1
287.3,12.6,42.1
287.56,14.1,42.1
287.86,12.5,42.1
288.13,13.5,42.1
288.39,13.4,42.1
288.66,15.0,42.1
288.93,14.7,42.1
289.2,12.6,42.1
289.47,13.7,42.1
289.75,15.3,42.1
290.03,14.3,42.1
290.29,13.4,42.1
290.56,16.0,42.0
290.85,12.5,42.0
291.11,13.5,42.0
291.36,13.8,42.0
291.61,14.4,42.0
291.87,12.0,42.0
292.16,12.9,42.0
292.41,14.4,42.0
292.68,13.9,42.0
292.96,12.5,42.0
293.21,14.4,42.0
293.48,13.0,42.0
293.75,14.4,42.1
294.02,17.0,42.1
294.28,13.5,42.1
294.57,19.1,42.1
294.81,14.8,42.1
295.07,16.7,42.1
295.36,14.8,42.1
295.63,17.0,42.1
295.88,13.5,42.1
296.13,14.6,42.1
296.39,14.1,42.1
296.66,13.2,42.1
296.92,12.5,42.1
297.19,13.4,42.1
297.45,21.1,42.1
297.71,22.2,42.1
297.99,12.5,42.1
298.25,13.0,42.1
298.52,16.2,42.1
298.81,19.6,42.1
299.09,13.7,42.1
299.36,16.0,42.1
299.63,14.0,42.1
299.91,22.5,42.1
300.2,26.5,42.1
300.48,14.3,42.1
300.75,14.0,42.1
301.02,13.4,42.1
301.29,14.4,42.1
301.56,13.0,42.1
301.85,14.9,42.1
302.1,14.8,42.1
302.33,15.4,42.1
302.58,16.5,42.1
302.86,13.6,42.1
303.11,13.0,42.1
303.38,12.5,42.1
303.63,14.9,42.1
303.91,13.0,42.1
304.17,13.7,42.1
304.45,12.6,42.1
304.72,12.5,42.1
304.99,13.4,42.1
305.26,14.7,42.1
305.54,12.5,42.1
305.81,15.3,42.1
306.06,12.5,42.1
306.34,14.6,42.1
306.58,15.3,42.1
306.86,13.5,42.1
307.12,12.1,42.1
307.4,12.5,42.1
307.66,13.3,42.1
307.94,14.0,42.1
308.22,13.9,42.1
308.48,12.5,42.1
308.74,13.4,42.1
309.01,12.5,42.1
309.28,14.1,42.1
309.54,12.9,42.1
