time,cpu,ram
44.09,14.4,41.7
44.38,16.0,41.7
44.66,17.6,41.7
44.93,13.0,41.7
45.2,13.1,41.7
45.41,12.5,41.7
45.68,12.5,41.7
45.94,13.0,41.7
46.2,12.9,41.7
46.46,12.1,41.7
46.73,12.4,41.7
47.0,12.9,41.7
47.27,12.9,41.7
47.52,13.8,41.7
47.81,12.9,41.7
48.08,12.5,41.7
48.34,14.9,41.7
48.6,14.3,41.7
48.85,12.5,41.7
49.12,12.9,41.7
49.35,13.0,41.7
49.61,16.8,41.7
49.89,13.4,41.7
50.15,12.9,41.7
50.4,14.4,41.7
50.67,12.6,41.7
50.94,13.0,41.7
51.2,12.0,41.7
51.42,12.5,41.7
51.68,21.6,41.7
51.94,21.6,41.7
52.19,17.7,41.7
52.46,13.0,41.7
52.72,13.8,41.7
52.98,12.5,41.7
53.22,12.0,41.7
53.48,12.5,41.7
53.75,13.4,41.7
54.01,12.1,41.7
54.28,12.9,41.7
54.52,12.5,41.7
54.8,12.4,41.7
55.06,12.9,41.7
55.34,12.0,41.7
55.58,18.0,41.7
55.86,13.4,41.7
56.13,12.0,41.7
56.41,14.9,41.7
56.68,15.4,41.7
56.93,13.0,41.7
57.21,12.4,41.7
57.47,13.3,41.7
57.73,27.5,41.7
57.99,25.8,41.7
58.25,25.0,41.7
58.52,12.5,41.7
58.72,12.5,41.7
58.93,12.7,41.7
59.13,11.4,41.7
59.33,11.4,41.7
59.53,25.5,41.7
59.76,29.4,41.7
59.97,16.3,41.7
60.17,14.8,41.7
60.38,26.8,41.7
60.58,18.8,41.7
60.78,11.4,41.7
60.98,12.5,41.7
61.18,12.5,41.7
61.39,12.5,41.7
61.59,13.6,41.7
61.79,12.7,41.7
61.99,12.5,41.7
62.19,12.5,41.7
62.39,12.5,41.7
62.6,11.4,41.7
62.8,13.6,41.7
63.0,12.5,41.7
63.2,12.5,41.7
63.4,13.6,41.7
63.6,12.5,41.7
63.81,12.3,41.7
64.01,13.6,41.7
64.21,13.6,41.7
64.41,12.5,41.7
64.61,15.0,41.8
