time,cpu,ram
32.93,14.8,44.0
33.19,13.8,44.0
33.46,24.2,44.0
33.74,24.3,44.0
34.03,25.0,44.0
34.3,17.9,44.0
34.56,18.0,44.0
34.82,17.0,44.0
35.07,16.0,44.0
35.33,25.7,43.9
35.63,25.0,44.0
35.87,14.1,44.0
36.13,14.7,43.7
36.39,12.6,43.7
36.64,23.3,43.7
36.93,25.0,43.7
37.2,22.8,43.7
37.47,21.5,43.7
37.75,15.9,43.1
38.0,13.5,43.1
38.25,15.7,43.1
38.52,17.0,43.1
38.78,13.5,43.1
39.04,13.0,43.1
39.29,12.5,43.1
39.57,14.7,43.1
39.84,13.0,43.1
40.12,15.8,43.0
40.4,19.8,43.0
40.67,13.4,43.0
40.93,15.5,43.2
41.19,14.4,43.2
41.45,12.1,43.2
41.73,16.3,43.2
41.98,12.5,43.2
42.25,13.6,43.2
42.53,13.7,43.2
42.79,12.5,43.2
43.06,13.0,43.2
43.33,12.5,43.2
43.58,15.6,43.2
43.8,21.3,42.8
44.03,14.9,42.8
44.3,13.5,42.8
44.57,13.5,42.8
44.85,12.9,42.8
45.11,16.8,42.8
45.38,15.5,42.8
45.64,19.1,42.8
45.95,18.2,42.9
46.2,13.0,42.8
46.48,12.5,42.8
46.75,12.5,42.8
46.97,19.8,42.8
47.25,12.5,42.8
47.51,12.5,42.8
47.8,12.9,42.8
48.06,20.2,42.8
48.35,20.9,42.8
48.58,14.9,42.8
48.85,15.4,42.8
49.13,13.8,42.8
49.35,12.5,42.8
49.61,13.9,42.8
49.89,19.0,42.8
50.14,12.5,42.8
50.41,12.5,42.8
50.67,15.3,42.8
50.93,14.0,42.8
51.19,13.3,42.8
51.48,13.9,42.8
51.76,14.0,42.8
52.03,15.5,42.7
52.3,14.4,42.7
52.55,14.8,42.7
52.81,13.0,42.8
53.07,15.6,43.2
53.36,23.9,43.2
53.66,20.2,43.2
53.94,17.3,43.2
54.21,15.1,43.1
54.47,12.5,43.1
54.73,13.5,43.1
55.0,14.4,43.1
55.26,21.1,43.0
55.54,15.3,43.0
55.84,16.2,43.0
56.13,14.7,43.0
56.41,15.1,43.0
56.69,20.6,43.0
56.96,30.1,43.0
57.24,15.1,43.0
57.51,15.8,43.0
57.79,21.8,43.0
58.06,22.2,43.0
58.35,21.1,43.0
58.6,12.1,43.0
58.86,13.9,43.0
59.15,25.8,43.0
59.43,15.5,43.0
59.71,18.6,43.0
59.99,20.2,43.0
60.22,13.0,43.0
60.5,12.5,43.0
60.76,14.7,43.0
61.02,16.3,43.0
61.31,27.2,43.1
61.59,17.2,43.0
61.88,17.2,43.0
62.1,14.7,43.1
62.38,20.2,43.1
62.65,22.3,43.1
62.89,22.0,43.1
63.17,22.7,43.0
63.45,18.9,43.0
63.73,17.6,43.0
64.03,18.0,43.0
64.3,18.8,43.0
64.56,24.8,43.0
64.89,18.6,43.0
65.17,18.9,43.0
65.42,18.8,43.0
65.69,19.5,43.0
65.95,18.2,43.0
66.23,19.0,43.0
66.53,18.3,43.0
66.81,18.1,43.0
67.12,17.0,43.0
67.38,21.9,43.0
67.65,16.7,43.0
67.93,16.3,43.0
68.21,23.2,43.0
68.47,18.4,43.1
68.75,38.5,43.3
69.03,13.9,43.3
69.31,23.8,43.3
69.6,15.2,43.3
69.87,22.8,43.3
70.14,18.4,43.3
70.41,32.3,43.4
70.68,40.8,44.0
70.98,30.3,44.0
71.28,23.5,44.0
71.55,14.6,44.0
71.81,15.8,44.0
72.09,13.6,44.0
72.35,19.0,44.0
72.63,20.8,44.0
72.9,27.1,44.0
73.17,18.7,44.1
73.4,14.9,44.1
73.68,15.8,44.1
73.95,15.8,44.1
74.23,16.5,44.1
74.52,14.7,44.1
74.8,19.5,44.0
75.05,19.6,44.0
75.33,15.6,43.8
75.58,13.8,43.7
75.82,17.8,43.7
76.09,14.6,43.1
76.37,15.1,43.1
76.63,16.7,43.0
76.9,15.4,43.1
77.18,14.6,43.0
77.43,14.6,43.0
77.66,20.6,43.0
77.92,13.5,43.1
78.21,17.0,43.1
78.46,29.4,43.1
78.76,19.6,43.1
79.06,20.6,43.1
79.33,12.6,43.1
79.58,21.2,43.1
79.85,14.6,43.1
80.12,23.0,43.1
80.38,24.3,43.0
80.67,20.7,43.0
80.93,31.4,43.1
81.18,21.7,43.1
81.43,12.9,43.1
81.69,14.7,43.1
81.98,18.8,43.1
82.24,16.7,43.1
82.52,14.7,43.1
82.81,13.9,43.1
83.08,19.8,43.1
83.35,17.6,43.1
83.65,15.6,43.1
83.91,17.0,43.1
84.18,27.1,43.1
84.47,21.0,43.1
84.74,16.5,43.1
85.04,14.9,43.1
85.32,13.4,43.1
85.59,14.9,43.1
85.85,18.5,43.1
86.15,25.0,43.1
86.41,20.6,43.1
86.68,15.6,43.1
86.95,22.4,43.1
87.22,14.3,43.1
87.48,19.4,43.1
87.75,12.6,43.0
88.02,21.6,43.1
88.29,23.1,43.1
88.54,23.5,43.1
88.83,18.6,43.1
89.13,18.5,43.1
89.4,21.7,43.1
89.65,21.1,43.1
89.9,17.0,43.1
90.19,16.7,43.1
90.49,17.5,43.1
90.76,18.9,43.1
91.03,20.0,43.1
91.31,18.8,43.1
91.58,17.3,43.1
91.86,18.3,43.1
92.14,17.6,43.1
92.38,27.1,43.1
92.66,26.8,43.1
92.91,15.2,43.1
93.15,18.7,43.1
93.44,15.2,43.1
93.72,33.0,43.3
94.0,51.8,43.5
94.29,35.1,43.9
94.56,47.2,44.0
94.86,28.8,44.0
95.15,37.8,44.1
95.43,14.6,44.1
95.7,19.8,44.1
95.96,17.3,44.1
96.23,13.7,44.1
96.51,12.7,44.1
96.79,23.9,44.0
97.02,28.4,44.0
97.3,14.6,44.0
97.55,19.0,44.1
97.84,15.3,44.1
98.11,16.3,44.1
98.38,14.3,44.1
98.65,18.2,43.8
98.94,27.9,43.7
99.25,24.8,43.8
99.53,13.0,43.8
99.8,14.7,43.8
100.07,15.0,43.8
100.35,20.4,43.1
100.59,16.3,43.1
100.85,19.3,43.1
101.13,23.8,43.2
101.42,18.2,43.2
101.67,20.0,43.2
101.92,22.1,43.2
102.21,28.3,43.2
102.48,28.9,43.2
102.76,19.8,43.2
103.03,30.1,43.1
103.31,15.5,43.1
103.59,18.0,43.2
103.85,13.7,43.2
104.12,17.2,43.2
104.4,38.3,43.3
104.66,33.3,43.5
104.92,13.9,43.5
105.2,25.0,43.4
105.49,15.8,43.4
105.77,12.6,43.3
106.02,16.3,43.3
106.28,20.7,43.2
106.55,20.6,43.2
106.83,23.4,43.3
107.11,22.2,43.3
107.39,15.1,43.3
107.67,19.2,43.3
107.95,14.7,43.3
108.21,14.4,43.3
108.48,19.1,43.3
108.77,19.4,43.3
109.05,25.9,43.3
109.35,24.2,43.3
109.61,23.2,43.3
109.84,21.6,43.2
110.14,30.9,43.2
110.41,26.5,43.2
110.68,29.2,43.3
110.94,18.6,43.3
111.22,26.2,43.3
111.49,14.9,43.3
111.74,19.4,43.3
112.02,20.0,43.3
112.26,26.5,43.2
112.54,38.9,43.3
112.82,38.3,43.6
113.07,38.8,43.9
113.36,38.8,44.2
113.65,21.6,44.1
113.92,14.3,44.1
114.18,15.5,44.2
114.46,14.9,44.1
114.72,25.8,44.0
114.97,25.5,44.0
115.25,15.7,44.0
115.52,13.5,44.0
115.8,14.4,44.0
116.04,16.0,44.0
116.32,18.4,44.0
116.59,13.6,44.0
116.85,16.7,44.0
117.1,16.4,44.0
117.38,13.4,44.0
117.64,15.5,44.0
117.92,15.5,43.9
118.21,22.4,43.9
118.49,19.6,43.3
118.76,19.6,43.3
119.03,15.1,43.3
119.28,25.5,43.4
119.55,24.7,43.4
119.78,13.0,43.4
120.05,15.4,43.4
120.32,14.7,43.4
120.59,13.0,43.4
120.86,14.3,43.4
121.13,13.8,43.4
121.38,13.9,43.3
121.64,15.3,43.3
121.9,17.8,43.2
122.17,25.8,43.2
122.43,22.7,43.3
122.7,18.6,43.3
122.97,32.3,43.4
123.24,39.4,43.4
123.53,60.0,43.4
123.78,68.9,43.4
124.05,47.6,43.4
124.34,15.2,43.3
124.61,14.9,43.3
124.87,14.8,43.3
125.14,14.0,43.3
125.42,24.0,43.5
125.71,40.0,43.5
126.02,13.9,43.5
126.29,24.5,43.5
126.57,17.2,43.5
126.84,21.6,43.5
127.11,16.1,43.5
127.37,15.9,43.4
127.59,14.8,43.4
127.89,15.9,43.5
128.15,25.3,43.5
128.42,14.8,43.5
128.68,14.7,43.5
128.95,17.5,43.5
129.21,27.8,43.2
129.51,26.3,43.2
129.78,16.5,43.2
130.07,28.1,43.3
130.33,23.8,43.2
130.61,25.3,43.2
130.88,13.5,43.2
131.14,12.5,43.2
131.36,21.3,43.2
131.66,17.7,43.2
131.96,16.3,43.2
132.24,18.7,43.2
132.53,57.3,42.7
132.81,40.0,42.9
133.1,61.7,43.1
133.39,46.9,43.2
133.66,38.4,43.3
133.92,15.9,43.4
134.17,22.1,43.2
134.43,27.8,43.2
134.7,27.1,43.2
134.98,23.8,43.2
135.27,25.0,43.2
135.57,19.6,43.2
135.84,19.4,43.2
136.11,18.6,43.2
136.4,19.3,43.2
136.69,20.2,43.2
136.96,19.4,43.2
137.24,17.0,43.2
137.52,20.7,43.2
137.81,20.6,43.2
138.09,18.5,43.2
138.35,21.6,43.2
138.64,17.8,43.2
138.92,20.2,43.2
139.19,15.7,43.2
139.47,16.7,43.2
139.75,14.6,43.2
140.01,17.0,43.2
140.28,14.4,43.2
140.56,18.0,43.1
140.83,14.9,43.1
141.11,14.0,43.1
141.38,18.2,43.1
141.68,20.9,43.1
141.99,15.4,43.1
142.28,12.5,43.1
142.49,12.6,43.1
142.76,18.2,43.1
143.05,13.5,43.1
143.34,19.6,43.2
143.63,16.5,43.2
143.91,14.0,43.2
144.19,14.1,43.2
144.45,18.6,43.1
144.72,17.3,43.1
145.0,16.3,43.1
145.25,16.7,43.1
145.52,28.2,43.1
145.8,15.0,43.1
146.09,23.6,43.1
146.38,22.6,43.1
146.68,21.2,43.1
146.95,18.9,43.1
147.2,22.7,43.1
147.47,22.4,43.1
147.75,21.0,43.1
148.03,21.8,43.1
148.32,20.6,43.1
148.61,21.3,43.1
148.89,20.0,43.1
149.16,13.3,43.1
149.42,15.1,43.1
149.64,13.4,43.1
149.92,13.0,43.1
150.2,16.5,43.1
150.42,15.2,43.1
150.71,21.8,43.1
150.98,13.6,43.1
151.26,13.7,43.1
151.52,15.0,43.1
151.78,15.8,43.1
152.07,16.8,43.1
152.33,15.2,43.1
152.6,15.0,43.1
152.87,12.5,43.1
153.12,12.0,43.1
153.39,15.1,43.1
153.65,13.4,43.1
153.91,16.0,43.1
154.19,14.4,43.1
154.48,14.1,43.1
154.76,14.6,43.1
155.05,14.0,43.1
155.33,13.7,43.1
155.59,15.5,43.1
155.87,12.5,43.1
156.13,15.0,43.1
156.4,13.5,43.1
156.68,12.9,43.1
156.96,16.8,43.1
157.24,13.2,43.1
157.48,13.6,43.1
157.77,15.8,43.1
158.05,12.5,43.1
158.32,14.9,43.1
158.59,17.0,43.1
158.85,22.7,43.1
159.11,22.7,43.1
159.38,14.3,43.1
159.65,15.0,43.1
159.91,12.5,43.1
160.17,13.8,43.1
160.4,14.0,43.1
160.68,12.6,43.1
160.95,21.1,43.1
161.24,17.4,43.1
161.48,22.0,43.1
161.75,19.5,43.1
162.01,18.7,43.1
162.29,21.4,43.1
162.57,22.2,43.1
162.79,21.6,43.1
163.05,21.9,43.1
163.33,20.7,43.1
163.59,22.0,43.1
163.86,14.6,43.1
164.12,14.1,43.1
164.41,14.0,43.1
164.68,15.1,43.1
164.93,15.5,43.1
165.19,13.5,43.1
165.45,13.0,43.1
165.72,15.5,43.1
165.98,15.1,43.1
166.23,13.6,43.1
166.47,12.5,43.1
166.72,16.5,43.2
167.0,22.8,43.2
167.28,30.0,43.2
167.57,17.4,43.2
167.84,14.0,43.2
168.13,14.0,43.2
168.41,15.8,43.0
168.69,19.0,43.0
168.98,21.6,43.0
169.28,12.5,43.0
169.54,16.8,43.2
169.84,21.4,43.2
170.12,16.5,43.2
170.39,17.4,43.2
170.65,14.4,43.2
170.92,14.3,43.2
171.2,12.5,43.2
171.42,16.1,43.2
171.67,13.5,43.2
171.93,13.8,43.2
172.19,13.0,43.2
172.41,12.2,43.2
172.67,21.8,43.2
172.95,18.2,43.2
173.22,13.5,43.2
173.49,16.2,43.0
173.76,20.7,43.0
174.02,16.8,43.0
174.29,21.2,43.0
174.56,13.4,43.0
174.83,13.9,43.0
175.09,26.0,43.0
175.38,23.8,43.0
175.66,27.5,43.1
175.95,22.0,43.1
176.21,22.9,43.1
176.5,14.9,43.1
176.77,15.0,43.1
177.04,13.0,43.1
177.31,15.5,43.1
177.57,17.6,43.1
177.85,16.7,43.1
178.12,30.6,43.4
178.38,18.4,43.4
178.64,13.6,43.4
178.92,14.0,43.4
179.18,15.8,43.4
179.46,14.1,43.4
179.72,17.5,43.4
180.01,20.5,43.4
180.24,13.0,43.4
180.5,12.6,43.4
180.78,17.5,43.3
181.06,12.1,43.3
181.33,19.1,43.3
181.6,13.0,43.3
181.86,13.4,43.3
182.12,12.9,43.3
182.38,13.5,43.3
182.65,21.6,43.3
182.94,16.5,43.3
183.21,22.9,43.3
183.51,20.8,43.3
183.78,16.3,43.3
184.04,17.5,43.3
184.3,19.3,43.3
184.56,17.4,43.3
184.82,25.5,43.4
185.09,24.5,43.4
185.37,15.5,43.4
185.65,22.1,43.4
185.89,13.0,43.4
186.18,13.8,43.4
186.45,14.6,43.4
186.72,17.4,43.3
187.02,13.8,43.3
187.29,13.9,43.3
187.56,16.8,43.3
187.84,17.1,43.3
188.12,13.7,43.3
188.39,15.4,43.3
188.67,24.8,43.3
188.96,25.5,43.3
189.23,20.2,43.3
189.51,24.5,43.4
189.78,13.6,43.4
190.03,26.7,43.4
190.31,25.3,43.4
190.56,13.8,43.4
190.84,16.3,43.4
191.11,12.9,43.4
191.4,15.0,43.3
191.68,15.1,43.3
191.94,15.2,43.4
192.23,12.5,43.4
192.5,12.5,43.4
192.76,13.0,43.4
193.03,12.9,43.4
193.3,12.0,43.4
193.56,13.4,43.4
193.81,16.0,43.3
194.11,12.9,43.3
194.37,13.2,43.3
194.63,13.4,43.3
194.89,14.8,43.3
195.16,12.0,43.3
195.43,13.0,43.3
195.68,12.0,43.3
195.96,17.5,43.3
196.24,13.8,43.3
196.5,12.5,43.3
196.76,12.9,43.3
197.01,12.5,43.3
197.28,11.9,43.3
197.49,13.0,43.3
197.74,12.9,43.3
198.01,13.0,43.3
198.28,12.9,43.3
198.56,13.4,43.3
198.83,12.4,43.3
199.11,12.5,43.3
199.36,14.8,43.3
199.61,18.7,43.3
199.89,14.9,43.3
200.16,14.9,43.3
200.43,13.0,43.3
200.69,12.5,43.3
200.96,15.5,43.3
201.21,13.4,43.3
201.48,12.1,43.3
201.76,12.5,43.3
202.05,14.7,43.3
202.31,12.9,43.3
202.57,13.7,43.3
202.85,13.7,43.3
203.12,13.0,43.3
203.39,13.0,43.3
203.65,12.0,43.3
203.93,14.7,43.3
204.21,18.8,43.3
204.48,22.4,43.4
204.74,19.0,43.3
205.01,15.5,43.3
205.28,12.5,43.3
205.55,12.5,43.3
205.81,12.0,43.3
206.08,18.2,43.3
206.38,14.7,43.3
206.65,13.4,43.3
206.91,13.9,43.3
207.21,12.5,43.3
207.45,12.0,43.3
207.72,12.8,43.3
207.98,18.1,43.4
208.23,15.8,43.4
208.5,12.9,43.4
208.77,13.5,43.4
209.03,14.9,43.3
209.3,12.9,43.3
209.56,12.5,43.3
209.82,13.4,43.3
210.09,14.6,43.3
210.35,36.7,43.3
210.65,36.1,43.3
210.94,12.5,43.3
211.21,14.1,43.3
211.48,12.9,43.3
211.73,12.9,43.3
212.01,13.8,43.3
212.28,12.9,43.3
212.55,13.1,43.3
212.8,12.1,43.3
213.08,16.1,43.3
213.33,13.4,43.3
213.59,12.9,43.3
213.87,12.0,43.3
214.13,15.0,43.3
214.4,12.5,43.3
214.67,12.0,43.3
214.94,12.0,43.3
215.2,13.0,43.3
215.48,14.0,43.3
215.72,21.5,43.3
215.99,17.1,43.3
216.3,18.5,43.3
216.58,24.0,43.3
216.85,12.9,43.3
217.11,14.9,43.3
217.37,13.3,43.3
217.61,12.5,43.3
217.87,13.0,43.3
218.13,16.3,43.3
218.4,14.2,43.3
218.68,12.0,43.3
218.94,13.0,43.3
219.21,14.1,43.3
219.47,12.9,43.3
219.71,12.5,43.3
219.98,12.5,43.3
220.25,12.0,43.3
220.53,13.0,43.3
220.81,12.0,43.3
221.07,13.8,43.3
221.38,12.9,43.3
221.64,12.9,43.3
221.9,13.8,43.3
222.16,15.2,43.3
222.4,12.5,43.3
222.67,13.5,43.3
222.93,12.0,43.3
223.2,16.3,43.3
223.46,12.5,43.3
223.73,12.1,43.3
224.0,18.3,43.3
224.25,18.4,43.3
224.52,14.1,43.3
224.79,12.4,43.3
225.06,12.0,43.3
225.32,12.5,43.3
225.55,13.5,43.3
225.8,13.0,43.3
226.07,12.5,43.3
226.35,12.5,43.3
226.59,13.4,43.3
226.86,12.5,43.3
227.14,14.1,43.3
227.41,12.4,43.3
227.67,13.5,43.3
227.93,12.5,43.3
228.2,13.4,43.3
228.43,12.9,43.3
228.71,12.5,43.3
228.97,12.5,43.3
229.23,13.7,43.3
229.5,14.3,43.3
229.77,12.4,43.3
230.04,12.1,43.3
230.3,13.7,43.3
230.57,13.0,43.3
230.83,12.5,43.3
231.11,12.0,43.3
231.37,12.1,43.3
231.63,12.5,43.3
231.89,14.3,43.3
232.16,12.1,43.3
232.45,13.4,43.3
232.73,12.5,43.3
232.99,13.3,43.3
233.26,17.8,43.3
233.5,13.0,43.3
233.75,12.9,43.3
234.01,13.5,43.3
234.27,16.3,43.3
234.53,12.0,43.3
234.79,12.5,43.3
235.05,12.4,43.3
235.32,14.9,43.3
235.56,14.1,43.3
235.8,12.5,43.3
236.07,13.5,43.3
236.32,15.6,43.3
236.59,13.0,43.3
236.86,13.5,43.3
237.09,14.0,43.3
237.35,12.8,43.3
237.61,13.0,43.3
237.88,12.9,43.3
238.14,12.1,43.3
238.4,13.2,43.3
238.66,14.6,43.3
238.93,13.1,43.3
239.14,13.0,43.3
239.42,12.5,43.3
239.68,11.5,43.3
239.93,12.5,43.3
240.2,13.9,43.3
240.49,14.0,43.3
240.74,16.8,43.3
241.01,12.5,43.3
241.26,14.7,43.4
241.53,14.6,43.4
241.8,12.0,43.4
242.06,13.0,43.4
242.32,15.7,43.4
242.57,12.1,43.4
242.84,12.0,43.4
243.05,12.4,43.4
243.33,15.0,43.3
243.62,11.9,43.3
243.85,13.3,43.3
244.11,12.5,43.3
244.37,14.1,43.3
244.65,12.9,43.3
244.93,11.9,43.3
245.16,13.5,43.3
245.42,14.9,43.3
245.69,12.5,43.3
245.95,12.5,43.3
246.21,12.0,43.3
246.43,13.6,43.3
246.69,12.5,43.3
246.93,13.5,43.3
247.19,12.5,43.3
247.45,14.0,43.3
247.72,12.9,43.3
248.01,13.0,43.3
248.28,18.3,43.3
248.58,13.3,43.3
248.83,17.7,43.3
249.1,12.6,43.3
249.35,21.0,43.3
249.64,13.5,43.3
249.89,13.0,43.3
250.15,12.9,43.3
250.41,16.2,43.3
250.69,13.0,43.3
250.91,14.0,43.3
251.18,12.5,43.3
251.43,17.5,43.3
251.7,13.4,43.3
251.97,12.9,43.3
252.22,12.5,43.3
252.47,14.6,43.3
252.73,12.9,43.3
253.0,12.9,43.2
253.27,12.5,43.2
253.55,13.4,43.2
253.82,12.5,43.2
254.08,13.3,43.2
254.34,12.5,43.2
254.6,13.7,43.2
254.87,12.1,43.2
255.13,12.5,43.2
255.36,13.8,43.2
255.67,12.5,43.2
255.93,13.6,43.2
256.18,12.7,43.2
256.45,16.8,43.2
256.74,13.7,43.2
257.01,14.8,43.2
257.27,13.3,43.2
257.55,15.3,43.3
257.81,13.1,43.3
258.05,12.9,43.3
258.29,12.0,43.3
258.56,14.0,43.3
258.84,12.5,43.3
259.11,12.4,43.3
259.36,12.5,43.3
259.64,12.5,43.2
259.91,13.4,43.2
260.17,11.9,43.2
260.39,13.0,43.2
260.68,12.9,43.2
260.96,12.5,43.2
261.21,12.5,43.2
261.47,14.0,43.2
261.75,13.0,43.2
262.03,12.0,43.2
262.25,11.6,43.2
262.49,13.9,43.2
262.77,13.4,43.2
263.03,12.9,43.2
263.28,13.0,43.2
263.56,15.6,43.2
263.81,12.5,43.2
264.09,13.4,43.2
264.35,14.9,43.2
264.62,15.0,43.2
264.89,16.4,43.2
265.19,12.5,43.3
265.45,12.5,43.3
265.71,12.5,43.3
265.98,11.9,43.3
266.22,12.5,43.3
266.48,13.5,43.3
266.78,12.5,43.3
267.04,13.9,43.3
267.31,13.4,43.3
267.57,16.8,43.2
267.86,12.9,43.2
268.14,12.5,43.2
268.39,13.7,43.2
268.67,16.2,43.2
268.94,14.1,43.2
269.22,12.1,43.2
269.49,13.0,43.2
269.77,12.5,43.2
270.04,13.5,43.2
270.29,12.5,43.2
270.55,14.4,43.2
270.84,13.4,43.2
271.11,14.4,43.2
271.37,13.8,43.2
271.64,16.1,43.2
271.91,13.0,43.2
272.17,12.0,43.2
272.46,12.9,43.2
272.74,13.5,43.2
273.01,13.7,43.2
273.28,12.5,43.3
273.55,14.8,43.3
273.84,12.5,43.3
274.09,13.0,43.3
274.35,12.5,43.3
274.59,14.3,43.3
274.87,12.0,43.3
275.14,12.1,43.3
275.41,13.7,43.3
275.69,14.9,43.2
275.98,12.5,43.2
276.24,12.9,43.2
276.52,12.5,43.2
276.78,13.6,43.2
277.03,12.5,43.2
277.29,12.5,43.2
277.57,14.3,43.2
277.83,12.0,43.2
278.06,13.5,43.2
278.32,12.9,43.2
278.53,12.4,43.2
278.8,13.3,43.2
279.06,13.0,43.2
279.32,12.5,43.2
279.58,13.0,43.2
279.84,12.5,43.2
280.12,13.0,43.2
280.38,12.9,43.2
280.64,13.1,43.2
280.95,19.8,43.2
281.21,14.4,43.3
281.47,13.7,43.3
281.76,16.7,43.3
282.03,13.5,43.3
282.3,12.9,43.3
282.55,12.5,43.3
282.83,14.9,43.3
283.1,12.0,43.3
283.38,12.9,43.3
283.66,12.5,43.2
283.92,12.5,43.2
284.17,12.9,43.2
284.43,12.5,43.2
284.69,13.6,43.2
284.94,13.0,43.2
285.21,12.0,43.2
285.48,12.9,43.2
285.74,14.9,43.2
286.0,14.3,43.2
286.27,12.4,43.2
286.54,12.5,43.2
286.8,17.2,43.2
287.06,13.0,43.2
287.33,12.9,43.2
287.6,13.0,43.2
287.86,13.0,43.2
288.14,13.0,43.2
288.4,13.0,43.2
288.67,12.0,43.2
288.95,19.0,43.2
289.23,14.9,43.2
289.5,18.7,43.2
289.74,15.2,43.3
290.01,12.9,43.3
290.23,12.9,43.3
290.5,13.0,43.3
290.77,13.6,43.3
291.06,12.5,43.3
291.3,12.0,43.3
291.56,13.0,43.3
291.82,16.5,43.2
292.04,16.3,43.2
292.29,14.6,43.2
292.56,14.3,43.2
292.82,39.1,43.5
293.12,29.3,43.5
293.39,12.5,43.5
293.64,18.6,43.5
293.94,15.3,43.5
294.21,16.8,43.4
294.48,14.9,43.4
294.76,20.2,43.4
295.06,16.3,43.4
295.37,20.2,43.4
295.63,15.8,43.4
295.9,13.9,43.4
296.19,14.7,43.4
296.49,14.6,43.4
296.75,13.4,43.4
297.01,21.4,43.4
297.29,16.2,43.4
297.56,19.6,43.4
297.83,15.0,43.4
298.11,14.4,43.4
298.4,14.9,43.4
298.67,14.0,43.4
298.93,14.1,43.4
299.19,12.5,43.4
299.46,12.6,43.4
299.73,14.0,43.4
299.99,55.1,43.5
300.29,40.2,43.6
300.57,31.3,43.7
300.85,25.3,44.1
301.15,33.0,44.2
301.41,22.2,44.3
301.69,12.5,44.3
301.95,18.6,44.3
302.23,17.0,44.2
302.54,15.8,44.2
302.81,15.5,44.2
303.08,13.0,44.2
303.34,12.5,44.1
303.61,12.1,44.1
303.87,14.1,44.1
304.11,15.0,44.1
304.39,14.6,44.1
304.67,15.4,44.1
304.93,17.1,44.1
305.22,23.0,44.1
305.52,14.7,44.1
305.79,24.2,44.1
306.07,17.2,44.2
306.33,14.1,44.2
306.6,15.2,44.2
306.88,15.0,44.2
307.17,15.4,44.1
307.43,16.5,44.1
307.7,14.6,44.1
307.97,17.2,44.1
308.25,17.0,44.2
308.52,13.5,44.2
308.8,13.7,44.2
309.08,51.9,44.4
309.36,14.9,44.3
309.63,16.4,44.3
309.93,14.9,44.3
310.22,26.6,44.1
310.52,24.7,44.2
310.79,15.7,44.2
311.07,14.6,44.2
311.34,17.4,44.2
311.64,18.2,44.2
311.91,16.7,44.2
312.22,24.7,44.2
312.47,23.0,44.2
312.71,17.4,44.2
313.0,14.3,44.2
