time,cpu,ram
60.03,23.8,41.7
60.23,27.5,41.7
60.43,14.8,41.6
60.63,13.6,41.6
60.83,12.5,41.6
61.04,12.5,41.6
61.24,13.6,41.6
61.44,11.4,41.6
61.64,12.5,41.6
61.84,13.7,41.6
62.05,12.5,41.6
62.25,12.5,41.6
62.45,11.4,41.6
62.65,12.5,41.6
62.85,12.5,41.6
63.05,12.5,41.6
63.25,12.5,41.6
63.46,13.6,41.6
63.66,12.5,41.6
63.86,12.5,41.6
64.06,11.4,41.6
64.26,12.5,41.6
64.46,13.6,41.6
64.67,13.6,41.6
